"","SampleID_frp","OrganismCode","OrganismId","SampleID_key","VisitNo","QAQC.x","GearType","GearTypeAbbreviation","Habitat","SeineCode","TowDirection","HabitatMorphology","DepthOfWater","CableOut","LengthOfTrawl","Width","Netter","StartTime","EndTime","Duration","PercentOpen","DepthOfSample","LatitudeStart","LongitudeStart","LatitudeEnd","LongitudeEnd","NetMeterSerial","NetMeterStart","NetMeterEnd","Volts","DutyCycle","Amps","PulseRate","VolumeEstimated","SeineDeploymentType","GearDetail","Silt","Sand","Gravel","Cobble","Boulder","Organics","MassOfStandardLow","MassOfStandardHigh","QuestionableData.x","VegetationInSample","FlowType","DragMethod","NetNumber","CodEnd","CodEndPercent","GpsUnit","GpsAccuracy","DepthSource","Comments","Flagged_Data","QAQC.y","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData.y","SiteComments","Visit.Date2","year","month","DateTime","Season","DepthSource2","DepthOfWater2","DepthMeters","volume","SeineCode2","Casts","rotations","rotation.final","rpm","ave_vol","FishId","TotalCatch","PlusCount","IDer","IdDate","PercentSampled","FishCatchNotes","EntryOrder","FishLength","FishWeight","Hai","FinsHai","SkinHai","EyesHai","ParasiteHai","GillsHai","DeformHai","TagYear","TagSerial","AdClip","Mortality","FishLengthComments","FishCode","Code_UCDAVIS","Code_YBFM","CommonName","Category","Species","Genus","Family","Order","Class","Phylum","Native","State.Status","Federal.Status","Status.Abrev","LifeStage","FishDiet","Legend_Clams","Legend_Fish_Color_hex","Legend_Fish","Legend_Macro","Legend_Meso","Analy","Analy2","CN","length_count","fish4$SampleID_frp","fish4$CommonName","count_check","CPUEbySpp","CPUEbySpp2","tCPUE","PercentComp","fish5$SampleID_frp","fish5$CommonName"
"271","LAMOPE07-BROW-08FEB2023","136",195,12324,7324,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","12:40","",NA,NA,NA,38.032552,121.857327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," not paired. gps 5; accuracy 2m. unid shrimp - broken rostrum",NA,"true","Mudsucker","CB;ED;GU;GN;GP","Browns Island","02/08/2023","BROW-EXT-S","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",NA,9.6,10.58,295,7.6,23.2,0.29,0.59,21," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders",2023-02-08,2023,2,"2023-02-08 12:40","Winter","",2.8,2.8,273.23299231529," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14572,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE07-BROW-08FEB2023","Siberian Prawn",NA,36.5988013206721,0,512.383218489409,0,"LAMOPE07-BROW-08FEB2023","Siberian Prawn"
"272","LAMOPE07-BROW-17NOV2022","197",315,12181,7181,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","11:26","",NA,NA,NA,38.03289,121.86383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. ",NA,"true","Mudsucker","AC;ED;GP;KS","Browns Island","11/17/2022","BROW-UNK","1=0-33% clouds","0=Calm; glassy"," NE"," 4=flood",78,13.3,9.48,10513,7.6,10.5,0.13,0.38,6.8," 1=absent",2," Inside",NA," false"," A ton of alligator weed in site",2022-11-17,2022,11,"2022-11-17 11:26","Fall","",1.9,1.9,197.300077206198," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14221,14,0,"","",NA,"",27325,84,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",14,"LAMOPE07-BROW-17NOV2022","Mississippi Silverside",0,709.579043163201,709.579043163201,709.579043163201,1,"LAMOPE07-BROW-17NOV2022","Mississippi Silverside"
"273","LAMOPE07-CHIP-12JAN2023","619",1183,12260,7256,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.2,NA,NA,NA,"","11:40","",NA,NA,NA,38.059639,121.918052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","MA;AC;ED;GP","Chipps Island","01/12/2023","CHIP-UNK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",19,10.2,9.02,555,7.2,66.9,0.86,0.6,17," 1=absent",1," Inside",NA," false"," ",2023-01-12,2023,1,"2023-01-12 11:40","Winter","",1.5,1.5,159.12201242824," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14384,1,0,"","",NA,"",28091,22,NA,"true",0,0,0,0,0,0,NA,"","false","false","",NA,"SSU","","Silverside UNID","Fish",NA,NA,"Atherinopsidae","Atheriniformes","Actinopterygii","Chordata",NA,"","","","larvae",FALSE,"Present",NA,"Atherinopsidae larvae","Fish Larvae","Fish Larvae","fish","fish",NA,1,"LAMOPE07-CHIP-12JAN2023","Silverside UNID",0,62.8448562671978,62.8448562671978,125.689712534396,0.5,"LAMOPE07-CHIP-12JAN2023","Silverside UNID"
"274","LAMOPE07-CHIP-15MAR2023","238",480,12395,7375,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","11:43","",NA,NA,NA,38.0532,121.932045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps#5; accuracy: 3m; ",NA,"true","Mudsucker","DMC;ED;AM;KMP","Chipps Island","03/15/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 2=ebb",24,10.8,10.41,177,7.6,38.3,0.55,0.64,13.1," 1=absent",1," Inside",NA," false"," ",2023-03-15,2023,3,"2023-03-15 11:43","Spring","",1.9,1.9,197.300077206198," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14770,1,0,"","",NA,"",28754,373,NA,"true",0,0,0,0,0,0,NA,"","false","false","","STRBAS","SB","STB","Striped Bass","Fish","saxatilis","Morone","Moronidae","Perciformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Striped Bass","Fish Larvae","Fish Larvae","fish","fish","Striped Bass",1,"LAMOPE07-CHIP-15MAR2023","Striped Bass",0,50.6842173688001,50.6842173688001,152.0526521064,0.333333333333333,"LAMOPE07-CHIP-15MAR2023","Striped Bass"
"275","LAMOPE07-CHIP-18MAY2023","9999",345,13417,8017,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.9,NA,NA,NA,"","11:21","",NA,NA,NA,38.061417,121.909733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 6 accuracy 3m. depth from handheld.",NA,"true","Mudsucker","MA;ED;SH;KMP","Chipps Island","05/18/2023","CHIP-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",40,18.1,7.1,216,7.1,16.2,0.14,0.67,10.4," 1=absent",2," Inside",NA," false"," ",2023-05-18,2023,5,"2023-05-18 11:21","Spring","Handheld depth finder",1.9,1.9,197.300077206198," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15227,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-CHIP-18MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE07-CHIP-18MAY2023","No Catch"
"276","LAMOPE07-FLYW-25JAN2023","9999",345,12287,7287,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","12:57","",NA,NA,NA,38.361017,121.643026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 3m. ",NA,"true","Mudsucker","ED;GU;GN;GP","Flyway Farms","01/25/2023","FLYW-CH-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",9,9.3,6.2,281,7.3,107.9,1.11,0.85,16.7," 1=absent",1," Inside",NA," false"," LS LEIGH SANDERS (GUEST)",2023-01-25,2023,1,"2023-01-25 12:57","Winter","",2.4,2.4,241.188915624294," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14489,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-FLYW-25JAN2023","No Catch",NA,0,0,0,NA,"LAMOPE07-FLYW-25JAN2023","No Catch"
"277","LAMOPE07-GRIZ-26JAN2023","139",399,12303,7303,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.7,NA,NA,NA,"","10:41","",NA,NA,NA,38.11611,122.003821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," not paired. gps 5; accuracy 6m. potamocorbula most likely from lampara #6. thrsha with some bleeding.",NA,"true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","01/26/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",11,8.9,11.29,317,7.7,115.8,0.58,0.63,11.9," 1=absent",2," Inside",NA," false"," ",2023-01-26,2023,1,"2023-01-26 10:41","Winter","",2,2,206.41862200576," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14527,9,9,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","POTAMO","CORBULA","","Potamocorbula","Invertebrate","amurensis","Potamocorbula","Corbulidae","Myoida","Bivalvia","Mollusca","","","","","adult",FALSE,"Potamocorbula",NA,"","Bivalvia","Other","Bivalvia","Mollusca","Potamocorbula",NA,"LAMOPE07-GRIZ-26JAN2023","Potamocorbula",NA,436.007173797956,0,48.4452415331062,0,"LAMOPE07-GRIZ-26JAN2023","Potamocorbula"
"278","LAMOPE07-GRIZ-29DEC2022","983",510,12137,7139,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","10:02","",NA,NA,NA,38.116031,121.994876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps #5; accuracy 3m; not paired; gearid lam03",NA,"false","Mudsucker","AC;ED;SH;GN","Grizzly Bay","12/29/2022","GRIZ-UNK","4=rain","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",56,9.5,10.48,18457,7.8,11.4,0.33,0.78,8.2," 1=absent",2," Inside",NA," false"," ",2022-12-29,2022,12,"2022-12-29 10:02","Fall","",2.4,2.4,241.188915624294," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14113,2,0,"","",NA,"",26654,115,NA,"true",0,0,0,0,0,0,NA,"","false","false","","TOPSME","TOP","","Topsmelt","Fish","affinis","Atherinopsidae","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Topsmelt","Fish Larvae","Fish Larvae","fish","fish","Topsmelt",2,"LAMOPE07-GRIZ-29DEC2022","Topsmelt",0,82.9225503511715,82.9225503511715,82.9225503511715,1,"LAMOPE07-GRIZ-29DEC2022","Topsmelt"
"279","LAMOPE07-HONK-05APR2023","9999",345,12527,7487,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","12:16","",NA,NA,NA,38.061774,121.92973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. handheld depth finder",NA,"true","Mudsucker","AC;ED;AM;GN","Honker-Spoonbill","04/05/2023","HONK-HONK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",18,12.4,10.51,205,7.6,22.9,0.19,0.59,10.9," 1=absent",2," Inside",NA," false"," ",2023-04-05,2023,4,"2023-04-05 12:16","Spring","",2.6,2.6,257.551731085734," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14927,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-HONK-05APR2023","No Catch",NA,0,0,0,NA,"LAMOPE07-HONK-05APR2023","No Catch"
"280","LAMOPE07-HORS-02MAR2023","9999",345,12382,7362,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",8.6,NA,NA,NA,"","13:57","",NA,NA,NA,38.082293,121.716995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. code 2: depth. last lampara for hors; large hole in monofilament cannot use net due to massive hole",NA,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-M","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",69,9.2,11.23,246,7.7,9.7,0.42,0.39,17.4," 1=absent",1," Inside",NA," false"," Brian Armstrong = Guest",2023-03-02,2023,3,"2023-03-02 13:57","Spring","",8.9,8.9,332.7," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,14722,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-HORS-02MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE07-HORS-02MAR2023","No Catch"
"281","LAMOPE07-LIBE-26APR2023","9999",345,13372,7966,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",1.6,NA,NA,NA,"","13:48","",NA,NA,NA,38.263942,121.675713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 2m. not paired. depth from handheld",NA,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",106,19.6,9.5,439,8.6,3.9,0.03,0.62,11.4," 1=absent",1," Inside",NA," false"," ",2023-04-26,2023,4,"2023-04-26 13:48","Spring","Handheld depth finder",1.6,1.6,168.922111459686," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15188,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-LIBE-26APR2023","No Catch",NA,0,0,0,NA,"LAMOPE07-LIBE-26APR2023","No Catch"
"282","LAMOPE07-NURS-04APR2023","9999",345,12490,7468,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",0.9,NA,NA,NA,"","15:35","",NA,NA,NA,38.182203,121.908897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 1-33%"," ",NA,""," gps 5; accuracy 3m. not paired.",NA,"true","Mudsucker","CB;AC;ED;GU","Nurse-Denverton","04/04/2023","NURS-LHB-NE","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," SW"," 4=flood",23,12.9,10.2,724,7.6,28.8,0.3,0.96,1761," 1=absent",2," Inside",NA," false"," GUEST = DANIE COYE",2023-04-04,2023,4,"2023-04-04 15:35","Spring","",1.2,1.2,128.699383986074," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14873,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-NURS-04APR2023","No Catch",NA,0,0,0,NA,"LAMOPE07-NURS-04APR2023","No Catch"
"283","LAMOPE07-NURS-19JAN2023","136",195,12275,7271,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.3,NA,NA,NA,"","10:20","",NA,NA,NA,38.17696,121.920852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 5; accuracy 2. not paired. pulled net through tule (californicus)",NA,"true","Mudsucker","AC;ED;GP;KS","Nurse-Denverton","01/19/2023","NURS-LHB-SW","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",12,10.1,8.56,894,7.3,97.8,1.07,1.06,22.9," 1=absent",1," Inside",NA," false"," ",2023-01-19,2023,1,"2023-01-19 10:20","Winter","",2.6,2.6,257.551731085734," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14424,4,4,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","EXOPAL","EXOPAL","SHR","Siberian Prawn","Invertebrate","modestus","Exopalaemon","Palaemonidae","Decapoda","Malacostraca","Arthropoda","Introduced","","","","adult",TRUE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Exopalaemon",NA,"LAMOPE07-NURS-19JAN2023","Siberian Prawn",NA,155.308604727198,0,271.790058272597,0,"LAMOPE07-NURS-19JAN2023","Siberian Prawn"
"284","LAMOPE07-RYER-16MAY2023","9999",345,13408,8008,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.5,NA,NA,NA,"","12:42","",NA,NA,NA,38.089497,122.025071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 6 accuracy 3m. depth from handheld",NA,"true","Mudsucker","AC;ED;GU;AM","Ryer Island","05/16/2023","RYER-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",31,18.4,9.64,188,7.8,22.8,0.49,1.22,8," 1=absent",1," Inside",NA," false"," Guest - Anthony Elias-Linarez",2023-05-16,2023,5,"2023-05-16 12:42","Spring","Handheld depth finder",2.5,2.5,249.455517634," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,15215,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-RYER-16MAY2023","No Catch",NA,0,0,0,NA,"LAMOPE07-RYER-16MAY2023","No Catch"
"285","LAMOPE07-RYER-18APR2023","1361",1361,12849,7788,"true","Seine","LAMOPE","","2. Partial twist; snag; or tear"," 2= against flow"," ",1.3,NA,NA,NA,"","12:49","",NA,NA,NA,38.086974,122.030483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," code 2: narrow. gps 6 accuracy 3m . paired y. gps from geo-tagged photos - ed 9/8/2023",NA,"true","Mudsucker","AC;ED;GU;AM","Ryer Island","04/18/2023","RYER-W","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,15,10.19,221,7.9,17.6,0.22,0.61,9," 1=absent",2," Inside",NA," false"," Guest: Antony Elias-Linarez",2023-04-18,2023,4,"2023-04-18 12:49","Spring","",1.6,1.6,168.922111459686," 2. Partial twist; snag; or tear",NA,NA,NA,NA,NA,15093,1,0,"","",NA,"FRP23-525; whole fish preserved on ice",29154,52,NA,"true",0,0,0,0,0,0,NA,"FRP23-525","false","false","FRP23-525; whole fish preserved on ice","CHISAL-F","","","Chinook Salmon (fall)","Fish","tshawytscha","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Native","","","","",FALSE,"Present",NA,"Chinook Salmon (fall)","","","fish","fish","Chinook Salmon (fall)",1,"LAMOPE07-RYER-18APR2023","Chinook Salmon (fall)",0,59.1988811505385,59.1988811505385,59.1988811505385,1,"LAMOPE07-RYER-18APR2023","Chinook Salmon (fall)"
"286","LAMOPE07-RYER-21NOV2022","197",315,12196,7196,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2,NA,NA,NA,"","11:20","",NA,NA,NA,38.081056,122.017586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. ",NA,"true","Mudsucker","ED;SH;GP;KS","Ryer Island","11/21/2022","RYER-UNK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",59,12.2,9.42,20221,7.7,13.5,0.19,0.33,7.2," 1=absent",2," Inside",NA," false"," RANDOM 11;40;29",2022-11-21,2022,11,"2022-11-21 11:20","Fall","",2.3,2.3,232.751925056618," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14243,6,0,"","",NA,"",27403,72,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",6,"LAMOPE07-RYER-21NOV2022","Mississippi Silverside",0,257.785193335801,257.785193335801,257.785193335801,1,"LAMOPE07-RYER-21NOV2022","Mississippi Silverside"
"287","LAMOPE07-RYER-28FEB2023","76",122,12367,7347,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.4,NA,NA,NA,"","11:06","",NA,NA,NA,38.086035,122.019642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",3,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired.",NA,"true","Mudsucker","AC;DMC;ED;GU;GN","Ryer Island","02/28/2023","RYER-CH-LG-M","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",33,8.4,10.66,4302,7.6,27.8,0.28,0.49,14.4," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders",2023-02-28,2023,2,"2023-02-28 11:06","Winter","",2.7,2.7,265.477555979498," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14692,1,1,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","CRANGO","CRANGON","","Bay Shrimp","Fish","","Crangon","Caridae","Decapoda","Malacostraca","Arthropoda","Native","","","","adult",FALSE,"Present",NA,"","Decapoda Adult","Decapoda","Decapoda","Decapoda","Crangon",NA,"LAMOPE07-RYER-28FEB2023","Bay Shrimp",NA,37.6679676860227,0,0,NA,"LAMOPE07-RYER-28FEB2023","Bay Shrimp"
"288","LAMOPE07-TULE-20MAR2023","9999",345,12447,7427,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.9,NA,NA,NA,"","12:35","",NA,NA,NA,38.122114,121.983243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 0%"," ",NA,""," gps 5; accuracy 2m. not paired. ",NA,"true","Mudsucker","CB;ED;GN;GP","Tule Red","03/20/2023","TULE-CH-LG-SE","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",10,13.5,10.1,680,7.8,143.9,1.02,1.27,8.4," 1=absent",1," Inside",NA," false"," ",2023-03-20,2023,3,"2023-03-20 12:35","Spring","",3.2,3.2,302.550852078746," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14833,0,0,"","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","","","NOFISH","NOFISHCTCH","NONE","No Catch","Fish","","","","","","","","","","","",FALSE,"Present",NA,"No Catch","","","","","No Catch",NA,"LAMOPE07-TULE-20MAR2023","No Catch",NA,0,0,0,NA,"LAMOPE07-TULE-20MAR2023","No Catch"
"289","LAMOPE07-WTIB-03JAN2023","197",315,12252,7249,"true","Seine","LAMOPE","","1. No twists; snags; or tears"," 2= against flow"," ",2.1,NA,NA,NA,"","13:08","",NA,NA,NA,38.096616,121.589746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boat"," ",NA,NA,NA,NA,NA,NA,NA,NA," false"," "," ","",1,NA," 1-33%"," ",NA,""," gps 6; accuracy 3m. not paired. dominant vegetation in net: egeden. pulled net through tules. gps calculated and fixed in 2023 sample inventory - ed 21jul2023",NA,"true","Mudsucker","AC;ED;KS","Webb Tract Island and Berms","01/03/2023","WTIB-CH-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 4=flood",13,9.8,9.45,145,7.1,89,0.54,0.81,16.3," 1=absent",2," Inside",NA," false"," ",2023-01-03,2023,1,"2023-01-03 13:08","Winter","",2.4,2.4,241.188915624294," 1. No twists; snags; or tears",NA,NA,NA,NA,NA,14370,6,0,"","",NA,"",28063,67,NA,"true",0,0,0,0,0,0,NA,"","false","false","","MISSIL","ISS","MSS","Mississippi Silverside","Fish","berryllia","Menidia","Atherinopsidae","Atheriniformes","Actinopterygii","Chordata","Introduced","","","","larvae",FALSE,"Present",NA,"Mississippi Silverside","Fish Larvae","Fish Larvae","fish","fish","Mississippi Silverside",6,"LAMOPE07-WTIB-03JAN2023","Mississippi Silverside",0,248.767651053514,248.767651053514,497.535302107029,0.5,"LAMOPE07-WTIB-03JAN2023","Mississippi Silverside"
