"VisitNo","QAQC","Boat","Crew","Location","Visit.Date","Station","Weather","WindWaves","WindDirection","Tide","Secchi","SurfTemp","DO","SC","pH","Turbidity","Phycocyanin","Chlorophyll","FDOM","Microcystis","SondeNo","Wetland","DataQuality","QuestionableData","SiteComments","newStation","newLocation"
7305,"true","Mudsucker","ED;SH;GP;KS","Grizzly Bay","01/26/2023","GRIZ-UNK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NE"," 2=ebb",13,9.4,11.15,656,7.7,103.2,0.57,1.03,13.7," 1=absent",2," Inside",NA," false"," ","GRIZ-UNK","Grizzly Bay"
7328,"true","Mudsucker","CB;ED;GU;GN;GP","Honker-Spoonbill","02/08/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",26,9.4,10.79,365,7.7,38.2,0.31,0.54,15.4," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS GUEST","HONK-HONK","Honker-Spoonbill"
8055,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","06/14/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",38,18.2,8.57,180,7.6,21.6,0.33,0.92,10.6," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7382,"true","Mudsucker","DMC;ED;AM;KMP","Honker-Spoonbill","03/15/2023","HONK-HONK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 2=ebb",14,11.4,10.49,200,7.8,104.2,0.73,0.78,8.1," 1=absent",1," Inside",NA," false"," TURBIDITY IS 104.15","HONK-HONK","Honker-Spoonbill"
7258,"true","Mudsucker","MA;AC;ED;GP","Honker-Spoonbill","01/12/2023","HONK-HONK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",14,10.7,10.45,311,7.5,88.7,0.92,0.61,14.6," 1=absent",1," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7741,"true","SeaArk","DMC;SH","Honker-Spoonbill","05/08/2023","HONK-HONK","3=66-100% clouds",""," SW"," 2=ebb",56,15.7,9.89,144,7.7,10.9,0.16,0.9,8.4," 1=absent",1," Inside",NA," false"," GPS #6","HONK-HONK","Honker-Spoonbill"
7743,"true","SeaArk","DMC;SH","Honker-Spoonbill","05/08/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",54,15,9.58,132,7.5,13.5,0.07,0.37,7.5," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","HONK-SPOON","Honker-Spoonbill"
7742,"true","SeaArk","DMC;SH","Honker-Spoonbill","05/08/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",49,15.3,9.39,175,7.5,15.1,0.11,0.75,10.5," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 4m","HONK-SPOON","Honker-Spoonbill"
7329,"true","Mudsucker","CB;ED;GU;GN;GP","Honker-Spoonbill","02/08/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",26,11.9,10.79,418,7.7,25,0.33,0.61,14.9," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS GUEST  ","HONK-HONK","Honker-Spoonbill"
7951,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",29,17.9,9.29,182,7.8,25.3,0.33,1.15,7.6," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7487,"true","Mudsucker","AC;ED;AM;GN","Honker-Spoonbill","04/05/2023","HONK-HONK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",18,12.4,10.51,205,7.6,22.9,0.19,0.59,10.9," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8282,"true","Kvichak","DMC;ED;SH;AM","Honker-Spoonbill","10/10/2023","HONK-HONK","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",23,19,8.41,8509,7.8,30.4,0.23,0.45,7," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7485,"true","Mudsucker","AC;ED;AM;GN","Honker-Spoonbill","04/05/2023","HONK-HONK","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",35,12.3,10.47,221,7.6,25.1,0.29,0.86,11.3," 1=absent",2," Inside",1," false"," ","HONK-HONK","Honker-Spoonbill"
8449,"true","Mudsucker","AC;ED;DD;GU;SH","Honker-Spoonbill","12/11/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",93,11.8,9.94,12476,7.7,4.9,0.17,0.62,11.9," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7486,"true","Mudsucker","AC;ED;AM;GN","Honker-Spoonbill","04/05/2023","HONK-HONK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",17,11.7,10.91,230,7.8,41.3,0.39,1.12,10.1," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7950,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-HONK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",45,17.5,9.28,152,7.7,19.5,0.2,0.74,7.1," 1=absent",2," ",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7744,"true","SeaArk","DMC;SH","Honker-Spoonbill","05/08/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",58,15,9.71,132,7.6,14.5,0.14,0.53,7.4," 1=absent",1," Inside",NA," false"," GPS #6; accuracy 3m","HONK-SPOON","Honker-Spoonbill"
8061,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","06/14/2023","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",40,18.4,8.65,260,7.6,16.9,0.55,2.26,11.1," 1=absent",2," Inside",NA," false"," Only sampling spoonbill because of wind. water quality close to outflow from island being pumped out.","HONK-SPOON","Honker-Spoonbill"
7381,"true","Mudsucker","DMC;ED;AM;KMP","Honker-Spoonbill","03/15/2023","HONK-HONK","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," NW"," 2=ebb",33,10.2,11.04,131,7.7,26.6,0.48,0.46,11.2," 1=absent",1," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8353,"true","Mudsucker","AC;ED;DH;AM","Honker-Spoonbill","11/15/2023","HONK-HONK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 3=low slack",85,15.7,8.67,13802,7.7,6,0.13,0.41,6.9," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8450,"true","Mudsucker","AC;ED;DD;GU;SH","Honker-Spoonbill","12/11/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",62,12,9.46,14596,7.7,8.3,0.19,0.4,7.8," 1=absent",2," Inside",NA," false"," FDOM=7.746","HONK-HONK","Honker-Spoonbill"
8016,"true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",52,18.1,8.23,157,7.3,14.2,0.16,0.78,6.5," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7261,"true","Mudsucker","MA;AC;ED;GP","Honker-Spoonbill","01/12/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",12,10.5,10.13,153,7.5,97.4,0.94,0.6,14.4," 1=absent",1," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
8281,"true","Kvichak","DMC;ED;SH;AM","Honker-Spoonbill","10/10/2023","HONK-HONK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 4=flood",36,19.1,8.43,9539,7.8,17,0.15,0.44,6.8," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7332,"true","Mudsucker","CB;ED;GU;GN;GP","Honker-Spoonbill","02/08/2023","HONK-SPOON","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",25,10.3,10.76,438,7.7,31.9,0.33,0.61,15," 1=absent",2," Inside",NA," false"," Guest: Leigh Sanders","HONK-SPOON","Honker-Spoonbill"
7385,"true","Mudsucker","DMC;ED;AM;KMP","Honker-Spoonbill","03/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",18,10,11.03,127,7.5,43.3,0.5,0.5,10.2," 1=absent",1," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7955,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-HONK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 2=ebb",80,18.2,9.72,147,7.9,9.7,0.13,0.6,7.1," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7957,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-SPOON","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," W"," 2=ebb",39,18.5,9.56,167,7.9,18.8,0.24,0.94,7.3," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7952,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",30,17.9,9.25,174,7.9,24.2,0.28,1.3,7.4," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7259,"true","Mudsucker","MA;AC;ED;GP","Honker-Spoonbill","01/12/2023","HONK-HONK","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 2=ebb",10,10.7,10.22,233,7.5,104.3,0.93,0.64,14.3," 1=absent",1," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8451,"true","Mudsucker","AC;ED;DD;GU;SH","Honker-Spoonbill","12/11/2023","HONK-HONK","1=0-33% clouds","0=Calm; glassy"," NA"," 1=high slack",86,12,9.53,14164,7.7,8.6,0.16,0.47,8," 1=absent",2," Inside",NA," false"," fdom: 7.984","HONK-HONK","Honker-Spoonbill"
7954,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-HONK","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",38,18.1,9.48,160,7.9,24.4,0.31,1.33,6.9," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8283,"true","Kvichak","DMC;ED;SH;AM","Honker-Spoonbill","10/10/2023","HONK-SPOON","2=33-66% clouds","2= wind 4-7 mph; small wavelets"," W"," 4=flood",35,19.4,8.23,8732,7.7,29.9,0.21,0.44,6.7," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
8014,"true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",49,18.1,9.07,140,7.6,29.2,0.24,0.86,6.2," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
8355,"true","Mudsucker","AC;ED;DH;AM","Honker-Spoonbill","11/15/2023","HONK-SPOON","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 4=flood",76,15.3,8.75,12635,7.6,6.2,0.16,0.47,8.4," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
8015,"true","Mudsucker","MA;ED;SH;KMP","Honker-Spoonbill","05/18/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 3=low slack",46,18.1,8.92,140,7.6,16.4,0.21,0.99,6.6," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7953,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 4=flood",33,17.9,9.26,170,7.8,23.8,0.33,1.27,7.3," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7958,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-SPOON","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",41,17.8,9.51,151,7.8,17.1,0.23,0.84,7," 1=absent",2," Inside",NA," false"," ","HONK-SPOON","Honker-Spoonbill"
7956,"true","Kvichak","AC;ED;SH;AM","Honker-Spoonbill","05/15/2023","HONK-HONK","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 2=ebb",61,18.3,9.73,148,7.9,10.1,0.1,0.74,7," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
8352,"true","Mudsucker","AC;ED;DH;AM","Honker-Spoonbill","11/15/2023","HONK-HONK","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," E"," 2=ebb",92,15.2,8.92,11649,7.6,5.1,0.15,0.48,7.8," 1=absent",2," Inside",NA," false"," ","HONK-HONK","Honker-Spoonbill"
7241,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-N","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NA"," 4=flood",15,9.5,9.83,126,7.5,64.3,0.43,0.71,14.7," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
7242,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-N","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," NA"," 4=flood",18,9.5,9.92,130,7.4,62.3,0.44,0.68,14.9," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
7243,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-M","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," NW"," 4=flood",15,9.5,9.88,143,7.3,55.6,0.44,0.67,15.5," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
7244,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-M","3=66-100% clouds","0=Calm; glassy"," NW"," 4=flood",17,9.4,9.58,179,7.3,48.1,0.39,0.66,16.3," 1=absent",2," Inside",1," false"," ","HORS-M","Horseshoe Bend"
7826,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",72,13.9,10.04,177,7.6,7.4,0.32,0.64,10.7," 1=absent",1," Inside",NA," false"," guest Alec","HORS-S","Horseshoe Bend"
7246,"true","Mudsucker","AC;ED;KS","Horseshoe Bend","01/03/2023","HORS-S","3=66-100% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",17,9.5,9.95,135,7.3,58.2,0.39,0.64,15.4," 1=absent",2," Inside",NA," false"," ","HORS-S","Horseshoe Bend"
7829,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-S","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",76,14.3,10.04,172,7.5,9.9,0.3,0.62,10.9," 1=absent",1," Inside",NA," false"," guest: Alec S.","HORS-S","Horseshoe Bend"
7830,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","2=33-66% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",51,15.2,10.8,168,7.8,12.1,0.34,0.87,11," 1=absent",1," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
8341,"true","Kvichak","ED;DD;DH;SH","Horseshoe Bend","10/30/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",100,16,9.44,169,7.7,6.8,0.22,0.21,6.1," 1=absent",1," Inside",NA," false"," ","HORS-S","Horseshoe Bend"
8342,"true","Kvichak","ED;DD;DH;SH","Horseshoe Bend","10/30/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," N"," 2=ebb",NA,NA,NA,NA,NA,NA,NA,NA,NA," ",1," Inside",NA," false"," same WQ as previous; WQ taken at end of first tow; start of second. serpentine. DMC20240626: removed environmentals due to duplication of site visit 8341","HORS-M","Horseshoe Bend"
8343,"true","Kvichak","ED;DD;DH;SH","Horseshoe Bend","10/30/2023","HORS-M","1=0-33% clouds","0=Calm; glassy"," NA"," 2=ebb",81,16,9.51,166,7.7,6.1,0.18,0.19,6.3," 1=absent",1," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
7499,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-N","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",58,15.1,9.7,162,7.4,9.4,0.19,0.37,14.1," 1=absent",1," Inside",NA," false"," Guest Alec S","HORS-N","Horseshoe Bend"
8325,"true","SeaArk","DMC;SH","Horseshoe Bend","04/04/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",53,10.6,9.93,162,7.4,14.9,0.48,0.43,15.6," 1=absent",1," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8463,"true","Chinook","MA;ED;AM","Horseshoe Bend","12/19/2023","HORS-M","3=66-100% clouds","2= wind 4-7 mph; small wavelets"," NE"," 1=high slack",115,10.7,10.21,821,7.7,3.8,0.17,0.35,7.9," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
7308,"true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",27,8.2,10.65,232,7.6,28.5,0.34,0.6,16.7," 1=absent",2," Inside",NA," false"," LS - LEIGH SANDERS GUEST","HORS-N","Horseshoe Bend"
7309,"true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",40,8,10.67,236,7.6,22.1,0.34,0.55,19.1," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS","HORS-M","Horseshoe Bend"
8462,"true","Chinook","MA;ED;AM","Horseshoe Bend","12/19/2023","HORS-M","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",104,10.5,10.29,654,7.7,4.5,0.16,0.38,8.1," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
7311,"true","Mudsucker","DMC;ED;GP","Horseshoe Bend","02/01/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",37,8.2,10.68,237,7.6,24.8,0.3,0.53,18.1," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
7497,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 2=ebb",58,14.7,10.12,166,7.6,14.3,0.19,0.54,11," 1=absent",1," Inside",NA," false"," Guest: Alec Strachan","HORS-M","Horseshoe Bend"
8093,"true","Kvichak","CB;ED;SH;AM","Horseshoe Bend","06/21/2023","HORS-S","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 3=low slack",99,21.4,8.96,106,8.1,5.7,0.16,0.36,8.8," 1=absent",2," Inside",NA," false"," ","HORS-S","Horseshoe Bend"
7310,"true","Mudsucker","DMC;ED;GU;GP","Horseshoe Bend","02/01/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",32,8.2,10.69,234,7.6,25.5,0.31,0.52,17.3," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS  ","HORS-S","Horseshoe Bend"
7362,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-M","1=0-33% clouds","0=Calm; glassy"," W"," 2=ebb",69,9.2,11.23,246,7.7,9.7,0.42,0.39,17.4," 1=absent",1," Inside",NA," false"," Brian Armstrong = Guest","HORS-M","Horseshoe Bend"
8381,"true","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,15.8,9.67,442,7.7,6.4,0.15,0.39,6.1," 1=absent",2," Inside",NA," false"," secchi hit bottom @ 60 cm","HORS-N","Horseshoe Bend"
8464,"true","Chinook","MA;ED;AM","Horseshoe Bend","12/19/2023","HORS-N","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," SE"," 2=ebb",80,10.8,10.33,811,7.7,6.5,0.16,0.33,7.8," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8324,"true","SeaArk","DMC;SH","Horseshoe Bend","04/04/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",53,11.7,10.38,158,7.5,19.3,0.51,0.52,14.7," 1=absent",1," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8383,"true","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",77,13.9,9.7,682,7.7,9.9,0.15,0.41,5.8," 1=absent",2," Inside",NA," false"," ","HORS-S","Horseshoe Bend"
8384,"true","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",124,13.6,9.5,479,7.6,3.5,0.14,0.43,6.2," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
8385,"true","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",127,14.1,9.61,1103,7.7,7.3,0.11,0.31,6," 1=absent",2," Inside",NA," false"," FDOM: 5.977","HORS-S","Horseshoe Bend"
8465,"true","Chinook","MA;ED;AM","Horseshoe Bend","12/19/2023","HORS-N","2=33-66% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 1=high slack",93,10.7,10.23,1412,7.6,6.8,0.14,0.29,7.8," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8092,"true","Kvichak","CB;ED;SH;AM","Horseshoe Bend","06/21/2023","HORS-M","1=0-33% clouds","2= wind 4-7 mph; small wavelets"," SW"," 3=low slack",108,20.9,8.26,104,7.5,5.6,0.16,0.45,9.7," 1=absent",2," Inside",NA," false"," ","HORS-M","Horseshoe Bend"
8001,"true","Mudsucker","CB;AC;ED;AM","Horseshoe Bend","05/10/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",71,14.9,9.74,122,7.7,11.7,0.73,0.38,6.6," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
7319,"true","Mudsucker","CB;ED;GU;GN;GP","Horseshoe Bend","02/08/2023","HORS-S","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",49,8.6,11.16,245,7.6,19.2,0.32,0.51,15," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS; NO EDNA","HORS-S","Horseshoe Bend"
8323,"true","SeaArk","DMC;SH","Horseshoe Bend","04/04/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," W"," 2=ebb",48,11.3,10.3,156,7.5,17.8,0.53,0.61,13.9," 1=absent",1," Inside",NA," false"," ","HORS-S","Horseshoe Bend"
7827,"true","Mudsucker","CB;AC;ED;GU","Horseshoe Bend","04/11/2023","HORS-M","3=66-100% clouds","3= wind 8-12 mph; large wavelets"," SW"," 2=ebb",62,14.5,10.12,169,7.5,9.2,0.41,0.87,11.4," 1=absent",1," Inside",NA," false"," guest Alec; environmentals done @ end of trawl with sweep and ponar","HORS-M","Horseshoe Bend"
7357,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",53,8.3,11.36,229,7.7,10.9,0.48,0.43,16.6," 1=absent",1," Inside",NA," false"," BA=BRIAN ARMSTRONG (GUEST)","HORS-N","Horseshoe Bend"
7358,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",44,8.6,11.38,240,7.8,11.8,0.49,0.49,15," 1=absent",1," Inside",NA," false"," BA=BRIAN ARMSTRONG (GUEST) ","HORS-S","Horseshoe Bend"
7320,"true","Mudsucker","CB;ED;GU;GN;GP","Horseshoe Bend","02/08/2023","HORS-S","1=0-33% clouds","0=Calm; glassy"," NE"," 2=ebb",47,8.6,10.95,242,7.6,16.6,0.28,0.45,15.3," 1=absent",2," Inside",NA," false"," LS = LEIGH SANDERS; NO EDNA IN HORS","HORS-S","Horseshoe Bend"
7360,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 1=high slack",71,9.7,11.3,255,7.7,8.7,0.41,0.39,19.2," 1=absent",1," Inside",NA," false"," Brian Armstrong = Guest","HORS-M","Horseshoe Bend"
8091,"true","Kvichak","CB;ED;SH;AM","Horseshoe Bend","06/21/2023","HORS-N","1=0-33% clouds","3= wind 8-12 mph; large wavelets"," W"," 2=ebb",112,20.8,8.26,105,7.5,6.1,0.16,0.44,9.8," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8382,"true","Mudsucker","AC;ED;DH;AM","Horseshoe Bend","11/21/2023","HORS-M","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NE"," 4=flood",NA,13.8,9.81,370,7.8,5.4,0.14,0.37,5.8," 1=absent",2," Inside",NA," false"," secchi hit bottom @ 88 cm","HORS-M","Horseshoe Bend"
7359,"true","Mudsucker","AC;DMC;ED;GU;AM","Horseshoe Bend","03/02/2023","HORS-S","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," NW"," 4=flood",NA,9,11.29,245,7.7,8.8,0.44,0.36,16.7," 1=absent",1," Inside",NA," false"," Brian Armstrong= Guest","HORS-S","Horseshoe Bend"
7984,"true","Mudsucker","CB;AC;ED;AM","Horseshoe Bend","05/10/2023","HORS-N","1=0-33% clouds","1=wind 1-3 mph; scaley ripples"," SW"," 2=ebb",33,14.9,9.56,122,7.6,6.4,0.75,0.25,6.9," 1=absent",2," Inside",NA," false"," ","HORS-N","Horseshoe Bend"
8347,"true","Mudsucker","AC;DMC;DD;DH","Liberty Island","11/07/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," N"," 4=flood",NA,14.6,10.86,151,8.3,1.7,0.14,0.4,6.4," 1=absent",2," Inside",NA," false"," ","LIBE-UNK","Liberty Island"
7968,"true","Mudsucker","AC;ED;AM;SS","Liberty Island","04/26/2023","LIBE_UNK","1=0-33% clouds","0=Calm; glassy"," NW"," 2=ebb",NA,19.1,11.61,282,8.5,4,0.32,0.68,8.5," 1=absent",1," Inside",NA," false"," secchi is greater than bottom","LIBE-UNK","Liberty Island"
