OrganismID,OrganismCode,FishCode,Code_UCDAVIS,Code_YBFM,CommonName,Category,Species,Genus,Family,Order,Class,Phylum,Native,State Status,Federal Status,Status Abrev,LifeStage,FishDiet,Legend_Clams,Legend_Fish_Color_hex,Legend_Fish,Legend_Macro,Legend_Meso,Analy,Analy2,CN
110134,110134,,,,Asellidae,Invertebrate,,,Asellidae,Isopoda,Malacostraca,Arthropoda,,,,,adult,TRUE,Present,,,Isopoda,Isopoda,Isopoda,Isopoda,Asellidae UNID
110135,110135,,,,clam other,Invertebrate,,,,,Bivalvia,Mollusca,,,,,adult,FALSE,Clam Other,,,Bivalvia,Other,Bivalvia,Mollusca,Clam Other
110136,110136,,,,Coleoptera other,Invertebrate,,,,Coleoptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Coleoptera
110137,110137,,,,Curculionidae adult,Invertebrate,,,Curculionidae,Coleoptera,Insecta,Arthropoda,,,,,adult,FALSE,Present,,,Insecta Adult,Insecta,Coleoptera,Insecta,Curculionidae
110138,110138,,,,Diptera adult,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,adult,TRUE,Present,,,Insecta Adult,Insecta,Diptera,Insecta,Diptera adult
110139,110139,,,,Diptera pupae,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,pupae,TRUE,Present,,,Insecta Pupae,Insecta,Diptera,Insecta,Diptera Other
110203,110203,,,,Leafhopper,Invertebrate,,,,Hemiptera,insecta,Arthropoda,,,,,all,FALSE,Present,,,Insecta Adult,Insecta,Hemiptera,Insecta,Hemiptera Other
110204,110204,,,,Hymenoptera UNID,Invertebrate,,,,Hymenoptera,Insecta,Arthropoda,,,,,,TRUE,Present,,,Insecta Adult,Insecta,Hymenoptera,Insecta,Hymenoptera Other
110205,110205,,,,Insect larvae UNID,Invertebrate,,,,,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,other,Insecta,Insect larvae Other
110206,110206,,,,Pseudodiaptomus forbesi,Zooplankton,forbesii,Pseudodiaptomus,,Calanoida,Copepoda,Arthropoda,,,,,adult,TRUE,Present,,,,Calanoida Adult,Calanoida,Copepoda,Pseudodiaptomus forbesii
110207,110207,,,,Snail UNID,Invertebrate,,,,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
110208,110208,,,,Tricoptera larvae UNID,Invertebrate,,,,Trichoptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Trichoptera,Insecta,Trichoptera Other
110209,110209,,,,Worm UNID,Invertebrate,,,,,,Annelida,,,,,adult,FALSE,Present,,,Annelida,Annelida,Annelida,Annelida,worm
110211,110211,,,,Planorbidae UNID,Invertebrate,,,Planorbidae,,Gastropoda,Mollusca,,,,,adult,FALSE,Present,,,Mollusca,Mollusca,Gastropoda,Mollusca,Snail Other
110213,110213,,,,Chydorus,Zooplankton,,,,Cladocera,Branchiopoda,Arthropoda,,,,,adult,TRUE,Present,,,,Cladocera,Cladocera,Cladocera,Chydoridae
110214,110214,,,,Clam UNID,Invertebrate,,,,,Bivalvia,Mollusca,,,,,adult,FALSE,Clam Other,,,Bivalvia,Other,Bivalvia,Mollusca,Clam Other
110215,110215,,,,Diptera Larvae UNID,Invertebrate,,,,Diptera,Insecta,Arthropoda,,,,,larvae,TRUE,Present,,,Insecta Larvae,Insecta,Diptera,Insecta,Diptera Other
110215,110215,,,,Odonata larvae Other,Invertebrate,,,,Odonata,Insecta,Arthropoda,,,,,larvae,FALSE,Present,,,Insecta Adult,Insecta,Odonata,Insecta,Odonata Other
110300,110300,,HEELSPLITT,,Heelsplitter,Fish,,,,Myoidae,Bivalvia,Mollusca,,,,,,,Clam Other,,,,,,,
110301,110301,,MACOMA,,Macoma,Fish,,Macoma,,Myoidae,Bivalvia,Mollusca,,,,,,,Clam Other,,,,,,,
110303,110303,,,CMC,Chinese Mitten Crab,Invertebrate,sinensis,Eriocheir,Grapsidae,Decapoda,Crustacea,Arthropoda,Introduced,,,,,,Present,,,,,,,
1567,1505,,,,Lecane,Invertebrate,,Lecane,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1569,1507,,,,Diacyclops thomasi,Zooplankton,thomasi,Diacyclops,Cyclopedae,Cyclopida,Copepoda,Arthropoda,,,,,,FALSE,Present,,,,Cyclopoida Adult,,,
1561,1500,,,,Bdelloid,Zooplankton,,Bdelloid,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1565,1503,,,,Conochilus,Zooplankton,,Conochilus,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1571,1502,,,,Euchlanis,Zooplankton,,Euchlanis,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1566,1504,,,,Filinia,Zooplankton,,Filinia,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1568,1506,,,,Testudinella,Zooplankton,,Testudinella,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
1562,1501,,,,Cephalodella,Zooplankton,,Cephalodella,,,,Rotifera,,,,,,FALSE,Present,,,,Rotifera,,,
